"Year","predicted","conf.low","conf.high","Race","Sexual_Orientation","Gender","strata","strata2","state","Geographic","outcome"
"2021",27.6,22.35,33.55,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Planned Suicide"
"2021",17.64,15.03,20.59,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Planned Suicide"
"2021",16.48,14.14,19.11,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Planned Suicide"
"2021",42.25,37.26,47.4,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Planned Suicide"
"2021",37.41,31.2,44.07,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Planned Suicide"
"2021",30.99,27.44,34.77,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Planned Suicide"
"2023",8.17,7.83,8.53,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Planned Suicide"
"2023",26.49,24.4,28.68,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Planned Suicide"
"2023",26.63,23.85,29.61,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Planned Suicide"
"2023",18.03,16.44,19.72,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Planned Suicide"
"2023",11.33,10.87,11.81,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Planned Suicide"
"2023",32.77,31.5,34.06,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Planned Suicide"
"2023",31.38,29.01,33.85,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Planned Suicide"
"2023",26.87,25.5,28.29,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Planned Suicide"
"2023",8.35,7.35,9.47,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Planned Suicide"
"2023",28.27,23.41,33.69,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Planned Suicide"
"2023",24.02,19.54,29.15,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Planned Suicide"
"2023",18.29,15.19,21.86,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Planned Suicide"
"2023",10.51,9.25,11.92,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Planned Suicide"
"2023",30.62,26.95,34.55,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Planned Suicide"
"2023",33.51,28.06,39.45,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Planned Suicide"
"2023",23.66,20.49,27.15,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Planned Suicide"
"2023",7.75,7.11,8.44,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Planned Suicide"
"2023",27.99,23.85,32.54,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Planned Suicide"
"2023",25.5,21.4,30.1,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Planned Suicide"
"2023",16.25,13.78,19.07,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Planned Suicide"
"2023",13.51,12.51,14.59,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Planned Suicide"
"2023",34.37,31.98,36.84,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Planned Suicide"
"2023",29.64,26.11,33.44,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Planned Suicide"
"2023",28.39,25.95,30.96,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Planned Suicide"
"2023",9.63,8.97,10.34,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Planned Suicide"
"2023",29.57,25.84,33.6,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Planned Suicide"
"2023",29.73,25.77,34.02,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Planned Suicide"
"2023",18.26,16.03,20.72,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Planned Suicide"
"2023",13.65,12.75,14.61,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Planned Suicide"
"2023",35.8,33.53,38.13,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Planned Suicide"
"2023",35.51,31.54,39.7,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Planned Suicide"
"2023",30.8,28.54,33.15,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Planned Suicide"
"2023",10.58,9.54,11.71,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Planned Suicide"
"2023",33.06,28.53,37.93,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Planned Suicide"
"2023",27.7,23.11,32.82,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Planned Suicide"
"2023",27.3,23.48,31.48,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Planned Suicide"
"2023",15.92,14.42,17.56,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Planned Suicide"
"2023",40.94,37.92,44.03,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Planned Suicide"
"2023",40.31,35.33,45.5,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Planned Suicide"
"2023",33.06,29.92,36.37,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Planned Suicide"
"2023",9.11,7.82,10.6,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Planned Suicide"
"2023",31.71,26.18,37.81,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Planned Suicide"
"2023",28.59,23.29,34.54,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Planned Suicide"
"2023",20.41,16.81,24.54,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Planned Suicide"
"2023",15.5,13.51,17.71,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Planned Suicide"
"2023",38.69,33.76,43.86,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Planned Suicide"
"2023",36.94,30.88,43.43,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Planned Suicide"
"2023",30.7,26.12,35.69,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Planned Suicide"
"2003",20.17,17.88,22.66,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",47.02,39.65,54.53,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",40.75,33.81,48.08,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",32.84,26.45,39.94,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",31.49,28.68,34.44,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",64.54,57.89,70.67,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",57.87,50.3,65.09,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",50.75,43.31,58.15,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",16.64,12.92,21.16,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",41.3,33.94,49.07,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",35.89,29,43.42,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",28.17,22.29,34.9,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",28.05,22.72,34.09,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",59.48,51.82,66.7,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",53.27,45.41,60.97,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",44.67,37.11,52.49,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",18.45,15.49,21.84,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",42.38,35.05,50.06,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",37.54,30.62,45.01,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",29.7,23.66,36.53,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",27.83,24.23,31.75,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",60.07,52.87,66.86,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",54.61,47.01,62,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",46.22,38.68,53.94,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",22.68,18.37,27.66,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",51.23,43.48,58.91,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",46.05,38.45,53.83,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",37.71,30.72,45.25,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",38.64,32.98,44.61,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",68.03,61.05,74.29,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",62.53,55.05,69.45,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",55.34,47.62,62.82,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",22.47,17.88,27.83,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",50.51,42.75,58.24,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",45.07,37.47,52.9,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",37.04,30.09,44.58,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",37.77,31.63,44.33,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",68.01,60.91,74.37,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",62.44,54.88,69.43,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",54.41,46.63,61.99,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",22.28,17.57,27.83,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",49.7,41.93,57.48,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",44.05,36.49,51.88,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",35.22,28.45,42.63,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2003",36.04,29.51,43.13,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",66.87,59.63,73.39,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",61.32,53.62,68.48,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2003",53.12,45.31,60.78,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",14.4,13.34,15.52,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",45.05,38.72,51.54,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",40.06,33.68,46.79,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",31.74,26.43,37.58,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",28.37,26.96,29.81,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",65.74,60.81,70.35,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",55.88,48.79,62.73,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",46.31,40.23,52.5,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",18.64,14.98,22.95,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",40.36,33.43,47.7,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",34.99,28.48,42.11,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",27.22,21.78,33.44,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",26.56,21.93,31.77,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",57.53,50.15,64.59,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",52.78,45.25,60.19,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",43.84,36.67,51.28,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",16.84,14.12,19.95,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",41.41,34.49,48.7,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",36.57,30.06,43.61,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",31.09,25.2,37.65,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",30.19,26.54,34.11,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",60.19,53.19,66.79,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",53.24,45.85,60.49,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",46.11,38.92,53.46,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",24.63,20.57,29.2,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",50.75,43.34,58.13,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",45.09,37.81,52.6,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",35.7,29.21,42.76,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",39.06,34.09,44.28,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",65.27,58.55,71.44,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",62.56,55.35,69.24,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",53.39,45.98,60.65,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",21.62,17.68,26.15,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",49.31,41.93,56.72,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",44.23,37.02,51.68,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",35.82,29.26,42.95,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",37.47,32.07,43.21,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",67.01,60.28,73.11,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",61.53,54.22,68.37,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",53.43,45.97,60.73,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",22.54,18.45,27.24,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",48.77,41.39,56.19,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",42.41,35.25,49.9,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",35.35,28.88,42.4,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2005",37.7,31.79,43.99,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",66.75,59.87,72.98,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",60.67,53.32,67.56,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2005",51.15,43.73,58.51,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",14.35,13.38,15.38,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",41.96,36.02,48.14,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",33.21,27.51,39.45,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",29.33,24.33,34.89,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",26.12,24.87,27.41,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",61.28,56.69,65.68,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",50.87,44.14,57.57,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",45.38,39.67,51.22,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",14.41,11.47,17.95,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",37.17,30.57,44.3,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",32.4,26.23,39.25,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",25.14,19.99,31.1,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",25.57,21.15,30.57,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",54.71,47.35,61.86,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",48.65,41.28,56.07,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",40.55,33.66,47.84,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",15.99,13.5,18.83,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",39.42,32.71,46.55,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",33.3,27.11,40.11,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",26.36,21.09,32.4,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",29.4,25.86,33.2,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",58.17,51.1,64.92,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",49.44,42.24,56.66,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",41.33,34.44,48.58,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",22,19.05,25.27,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",46.2,39.3,53.25,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",41.69,34.98,48.73,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",34.95,28.7,41.75,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",34.91,31.22,38.78,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",64.07,57.57,70.1,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",58.09,50.94,64.92,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",50.49,43.37,57.58,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",20.38,17.04,24.19,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",46.03,38.91,53.31,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",41.53,34.72,48.68,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",32.62,26.49,39.42,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",33.24,28.8,37.99,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",65,58.34,71.13,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",58.55,51.17,65.56,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",49.8,42.53,57.09,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",17.87,14.5,21.84,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",44.89,37.7,52.3,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",38.86,32.1,46.08,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",31.66,25.64,38.36,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2007",32.89,27.63,38.61,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",63.44,56.42,69.94,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",56.72,49.31,63.85,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2007",49.25,41.89,56.63,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Felt Sad (2 weeks+)"
"2009",15.2,14.5,15.94,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
"2009",44.26,38.95,49.71,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Felt Sad (2 weeks+)"
